等级,机制,副本名称,游戏图片,货币奖励,特殊物品
53,,天山绝顶索姆阿尔灵峰,,,风筝小猫 九宫幻卡：刁曼 管弦乐琴乐谱：永眠
55,√,邪龙王座龙巢神殿,,,小熊猫 九宫幻卡：尼德霍格 管弦乐琴乐谱：邪龙咆哮
57,√,圣教中枢伊修加德教皇厅,,,独角幼兽 九宫幻卡：沙里贝尔 管弦乐琴乐谱：圣座 管弦乐琴乐谱：钟声 管弦乐琴乐谱：圣痕
59,,学识宝库迦巴勒幻想图书馆,,,63页 九宫幻卡：比布鲁斯 管弦乐琴乐谱：万世箴言
50,√,究极神兵破坏作战,,100,
50,√,那布里亚勒斯讨伐战,,15,
50,√,死化奇美拉讨伐战,,10,
50,,海德拉讨伐战,,10,
50,,大桥上的决斗,,10,九宫幻卡：吉尔伽美什&恩奇都 陈旧的乐谱：大桥上的死斗
50,,艾玛吉娜杯斗技大会决赛,,15,迷你奥尔特罗斯 九宫幻卡：蒂娜·布兰福德 九宫幻卡：奥尔特罗斯&提丰
50,,无限城的死斗,,15,恩奇都 九宫幻卡：巴兹·克劳泽 陈旧的乐谱：大桥上的死斗
50,,伊弗利特歼灭战,,12,九宫幻卡：伊弗利特 伊弗利特之角
50,,迦楼罗歼灭战,,12,九宫幻卡：迦楼罗 迦楼罗之羽
50,,泰坦歼灭战,,15,九宫幻卡：泰坦 泰坦之岩
50,,莫古力贤王歼灭战,,12,九宫幻卡：贤王莫古尔·莫古十二世 莫古尔·莫古的胡须
50,,利维亚桑歼灭战,,15,九宫幻卡：利维亚桑 利维亚桑之棘
50,,拉姆歼灭战,,15,九宫幻卡：拉姆 拉姆之珠
50,,希瓦歼灭战,,15,九宫幻卡：希瓦 希瓦之泪
50,√,奥丁歼灭战,,15,九宫幻卡：奥丁 陈旧的乐谱：斩
50,,究极神兵假想作战,,15,九宫幻卡：究极神兵 陈旧的乐谱：诸神已死
